time,num_instructions,location,block,condition,success
13.3054932,4,7,1,auditory,success
12.555699900000036,3,9,1,auditory,success
14.805570999999873,3,3,1,auditory,exFail
12.214161300000114,4,1,1,auditory,success
6.268912799999953,2,4,1,auditory,success
6.390541200000143,2,6,1,auditory,success
7.614954699999998,2,2,1,auditory,success
5.321228399999882,2,8,1,auditory,success
6.341942300000028,2,rep_3,1,auditory,exFail
10.443882600000052,3,rep_3,1,auditory,success
4.89744799999994,2,8,1,tactile,success
5.188579799999843,2,6,1,tactile,success
7.5613453000000845,3,9,1,tactile,success
5.094508200000064,2,4,1,tactile,success
8.500900300000012,3,1,1,tactile,success
7.106254299999819,4,7,1,tactile,success
9.470906300000024,3,3,1,tactile,success
6.339625699999942,2,2,1,tactile,success
5.855955799999947,4,7,2,auditory,success
6.075567800000044,3,1,2,auditory,success
5.0814077,2,4,2,auditory,success
7.060963599999923,3,9,2,auditory,success
7.8055279000000155,3,3,2,auditory,success
5.006978500000059,2,6,2,auditory,success
4.460315000000037,2,8,2,auditory,success
6.318341500000088,2,2,2,auditory,success
8.38380230000007,4,1,2,tactile,success
7.18890730000021,4,3,2,tactile,success
5.736221899999919,4,7,2,tactile,success
4.376375499999995,2,4,2,tactile,success
5.655780499999992,3,9,2,tactile,success
5.556119200000012,2,6,2,tactile,success
5.918410399999857,2,2,2,tactile,success
3.958562000000029,2,8,2,tactile,success
5.404461000000083,2,2,3,auditory,success
8.266299200000049,3,1,3,auditory,success
3.9766030999999202,2,8,3,auditory,success
6.153780100000176,3,7,3,auditory,success
4.4818835999999465,2,4,3,auditory,success
7.027619799999911,3,9,3,auditory,success
6.8918713999999,3,3,3,auditory,success
4.763943500000096,2,6,3,auditory,success
4.700844699999834,2,6,3,tactile,success
6.030188400000043,2,2,3,tactile,success
6.221136399999978,4,7,3,tactile,success
4.300585700000056,2,8,3,tactile,success
6.6112838000001375,3,3,3,tactile,success
6.313607499999989,3,1,3,tactile,success
4.235516399999824,2,4,3,tactile,success
5.290646000000152,3,9,3,tactile,success
