time,num_instructions,location,block,condition,success
8.935435899999902,2,6,1,auditory,success
6.647141899999951,2,2,1,auditory,success
8.035744000000022,3,1,1,auditory,success
5.544427799999994,3,3,1,auditory,success
4.904952999999978,3,7,1,auditory,success
4.054033699999991,2,8,1,auditory,success
3.835882800000036,2,4,1,auditory,success
5.249589799999967,3,9,1,auditory,success
5.712115199999971,3,9,1,tactile,success
12.989567099999931,5,3,1,tactile,success
3.982616499999949,2,4,1,tactile,success
4.763267700000142,2,6,1,tactile,success
5.347811099999944,3,7,1,tactile,success
7.964507899999944,4,1,1,tactile,success
3.630468800000017,2,8,1,tactile,success
4.364963499999931,2,2,1,tactile,success
4.636705799999845,2,2,2,auditory,success
3.193254300000035,2,8,2,auditory,success
3.61431349999998,2,4,2,auditory,success
4.94662540000013,3,9,2,auditory,success
5.122842700000092,3,1,2,auditory,success
5.451842899999974,3,3,2,auditory,success
5.033374600000116,3,7,2,auditory,success
3.8332997999998497,2,6,2,auditory,success
3.671129700000165,2,4,2,tactile,success
5.016941299999871,3,9,2,tactile,success
2.9834502999999586,2,8,2,tactile,success
3.873192599999811,2,6,2,tactile,success
6.843105899999955,3,1,2,tactile,success
3.940978899999891,2,2,2,tactile,success
6.814185299999963,5,7,2,tactile,success
5.949414100000013,3,3,2,tactile,success
4.610052600000017,3,9,3,auditory,success
4.228159000000005,3,7,3,auditory,success
3.959975100000065,2,2,3,auditory,success
4.1362133000000085,2,6,3,auditory,success
5.477112900000066,3,3,3,auditory,success
5.041000100000019,3,1,3,auditory,success
5.509884499999998,2,4,3,auditory,success
2.853769600000078,2,8,3,auditory,success
4.005708899999945,3,9,3,tactile,success
2.886624200000142,2,8,3,tactile,success
4.782937400000037,3,3,3,tactile,success
5.193668100000195,3,1,3,tactile,success
4.840292899999895,3,7,3,tactile,success
3.6539754999998877,2,6,3,tactile,success
3.7446744999999737,2,4,3,tactile,success
3.8663410999999996,2,2,3,tactile,success
