time,num_instructions,location,block,condition,success
17.245130800000084,3,7,1,auditory,success
8.819644700000026,2,4,1,auditory,success
7.619638800000075,2,6,1,auditory,success
9.459487699999954,3,9,1,auditory,success
10.586004600000024,3,3,1,auditory,success
10.784391000000028,3,1,1,auditory,success
4.456947900000046,2,8,1,auditory,success
5.6694707000000335,2,2,1,auditory,success
9.297454099999982,3,9,1,tactile,success
10.75652279999997,3,1,1,tactile,success
5.836221600000044,2,4,1,tactile,success
6.016207800000075,2,2,1,tactile,success
6.384217900000067,3,7,1,tactile,success
6.301712899999984,3,3,1,tactile,success
4.930481500000042,2,6,1,tactile,success
4.702677999999878,2,8,1,tactile,success
4.037112499999921,2,8,2,auditory,success
4.4344478999998955,2,4,2,auditory,success
7.083019000000149,3,3,2,auditory,success
5.090512100000069,2,6,2,auditory,success
7.88662690000001,3,1,2,auditory,success
6.945573100000047,3,9,2,auditory,success
5.193576699999994,2,2,2,auditory,success
5.366597399999819,3,7,2,auditory,success
5.420824000000039,2,2,2,tactile,success
4.656811800000014,2,6,2,tactile,success
6.853401000000076,3,3,2,tactile,success
6.980529299999944,3,1,2,tactile,success
5.706008300000121,3,9,2,tactile,success
3.5897370000000137,2,8,2,tactile,success
4.353257200000144,2,7,2,tactile,success
5.715201799999932,3,4,2,tactile,success
3.20686099999989,2,8,3,auditory,success
4.83929749999993,3,9,3,auditory,success
7.030276800000138,3,1,3,auditory,success
6.486917800000128,3,3,3,auditory,success
4.104540199999974,2,2,3,auditory,success
4.042659800000138,2,6,3,auditory,success
4.451483900000085,3,7,3,auditory,success
3.7329490999998143,2,4,3,auditory,success
4.792699199999788,2,2,3,tactile,success
6.1794684999999845,3,9,3,tactile,success
3.6369221999998445,2,4,3,tactile,success
3.7297629999998207,2,6,3,tactile,success
5.058525700000018,3,1,3,tactile,success
5.6119835000001785,3,3,3,tactile,success
5.001686800000016,3,7,3,tactile,success
3.029723200000035,2,8,3,tactile,success
