time,num_instructions,location,block,condition,success
18.446202000000085,2,9,1,tactile,fail
19.858689899999945,2,2,1,tactile,success
7.783459900000025,2,6,1,tactile,success
6.7962073000001055,2,4,1,tactile,success
5.268148800000063,2,8,1,tactile,success
7.751847199999929,3,7,1,tactile,success
7.771073800000067,3,3,1,tactile,success
8.233867700000019,3,1,1,tactile,success
6.443535300000121,2,2,1,auditory,success
5.718802099999948,3,9,1,auditory,success
3.785252200000059,2,8,1,auditory,success
6.0880121000000145,3,1,1,auditory,success
6.534337199999982,3,3,1,auditory,success
4.227654999999913,2,4,1,auditory,success
4.9145939,3,7,1,auditory,success
3.894796599999836,2,6,1,auditory,success
7.219741599999907,3,9,2,tactile,success
5.336890999999923,2,4,2,tactile,success
6.832488899999817,3,1,2,tactile,success
3.5920622999999523,2,8,2,tactile,success
0.4347400999999991,1,3,2,tactile,exFail
3.7172413999999208,2,2,2,tactile,success
3.847023300000046,2,6,2,tactile,success
5.444448899999998,3,7,2,tactile,success
7.576348000000053,3,rep_3,1,tactile,success
6.163420000000087,3,3,2,auditory,success
4.446100600000136,3,9,2,auditory,success
3.139988800000083,2,6,2,auditory,success
3.489434099999926,2,4,2,auditory,success
3.1588835000000017,2,8,2,auditory,success
4.8344964000000346,3,1,2,auditory,success
4.152422999999999,3,7,2,auditory,success
0.732263200000034,1,2,2,auditory,exFail
3.07243440000002,2,rep_2,2,auditory,success
4.82825600000001,2,8,3,tactile,success
3.5503340999998727,2,3,3,tactile,fail
4.276134100000036,3,7,3,tactile,success
5.377782799999977,2,2,3,tactile,success
4.099536200000102,3,9,3,tactile,success
4.370360100000198,3,1,3,tactile,success
3.233780900000056,2,6,3,tactile,success
2.9177139000000807,2,4,3,tactile,success
4.672482499999887,3,9,3,auditory,success
3.0645276000000194,2,4,3,auditory,success
2.8806075999998484,2,6,3,auditory,success
3.7100951999998415,3,7,3,auditory,success
2.8392010000000028,2,2,3,auditory,success
2.9415595999998914,2,8,3,auditory,success
4.293809499999952,3,3,3,auditory,success
4.706808299999921,3,1,3,auditory,success
