time,num_instructions,location,block,condition,success
5.22047590000011,2,4,1,tactile,success
11.163667699999905,4,9,1,tactile,success
6.0712418000000525,3,7,1,tactile,success
20,5,1,1,tactile,fail
11.399057800000037,3,3,1,tactile,success
4.35174619999998,2,2,1,tactile,success
12.147109199999932,4,6,1,tactile,success
3.2866242000000057,2,8,1,tactile,success
3.991624799999954,2,2,1,auditory,success
4.7290054000000055,3,1,1,auditory,success
4.333787900000061,3,3,1,auditory,success
2.7493802999999843,2,8,1,auditory,success
2.9198215999999775,2,4,1,auditory,success
3.9748329999999896,3,9,1,auditory,success
3.420391699999982,3,7,1,auditory,success
2.7480754000000616,2,6,1,auditory,success
3.355183399999987,2,2,2,tactile,success
3.312041700000009,2,4,2,tactile,success
2.367036999999982,2,8,2,tactile,success
5.695433899999898,4,9,2,tactile,success
3.3508595000000696,2,6,2,tactile,success
8.714219100000037,4,1,2,tactile,success
3.7763190000000577,2,7,2,tactile,success
7.84612879999986,3,3,2,tactile,success
3.3453632000000653,2,2,2,auditory,success
2.756485899999916,2,6,2,auditory,success
4.573539699999856,3,3,2,auditory,success
3.736624200000051,3,9,2,auditory,success
2.7934494000000996,2,4,2,auditory,success
2.430879300000015,2,8,2,auditory,success
3.6173685999999634,3,1,2,auditory,success
3.460614200000009,3,7,2,auditory,success
2.735511200000019,2,6,3,tactile,success
2.379654599999867,2,8,3,tactile,success
10.610271400000101,5,1,3,tactile,success
3.9243976000002476,3,9,3,tactile,success
6.01749800000016,3,4,3,tactile,success
3.819256999999652,3,7,3,tactile,success
5.022581200000332,3,3,3,tactile,success
3.9587530000003426,2,2,3,tactile,success
3.5581457000002956,3,9,3,auditory,success
2.9900884000003316,2,2,3,auditory,success
2.707013800000368,2,6,3,auditory,success
4.365021900000102,3,3,3,auditory,success
3.3375331000002006,3,7,3,auditory,success
4.980554199999915,3,1,3,auditory,success
2.200694299999668,2,8,3,auditory,exFail
2.924399600000015,2,4,3,auditory,success
2.5522666000001664,2,rep_8,3,auditory,success
