time,num_instructions,location,block,condition,success
10.66009299999996,4,1,1,auditory,success
5.628134700000146,2,2,1,auditory,success
9.92694030000007,3,7,1,auditory,exFail
10.17855039999995,3,9,1,auditory,success
5.905898900000011,2,8,1,auditory,success
6.021836499999836,2,4,1,auditory,success
8.99881460000006,3,3,1,auditory,success
5.822212499999978,2,6,1,auditory,success
5.818538900000021,3,rep_7,1,auditory,success
8.204375300000038,3,7,1,tactile,success
5.9302384000000075,2,6,1,tactile,success
5.4427508999999645,2,8,1,tactile,success
7.06383720000008,2,2,1,tactile,success
4.74275509999984,2,4,1,tactile,success
7.1409106000000975,3,9,1,tactile,success
6.393592499999841,3,1,1,tactile,success
6.222109699999919,3,3,1,tactile,success
7.515566099999887,4,7,2,auditory,success
6.647918499999832,3,1,2,auditory,success
7.028811700000006,3,3,2,auditory,success
4.5092217999999775,2,4,2,auditory,success
5.471392500000093,2,2,2,auditory,success
4.847329499999887,2,6,2,auditory,success
4.168254700000034,2,8,2,auditory,success
6.039827800000012,3,9,2,auditory,success
5.307300400000031,3,9,2,tactile,success
8.080760600000076,3,3,2,tactile,success
4.908234300000004,2,4,2,tactile,success
6.162222799999881,3,1,2,tactile,success
3.876628299999993,2,8,2,tactile,success
4.850200300000097,2,2,2,tactile,success
4.334337000000005,2,6,2,tactile,success
4.494767299999921,3,7,2,tactile,success
5.874732300000005,2,2,3,auditory,success
4.988049099999898,2,4,3,auditory,success
4.680814700000155,2,6,3,auditory,success
6.36077669999986,3,7,3,auditory,success
6.585920500000157,3,9,3,auditory,success
7.144030500000099,3,1,3,auditory,success
4.923508599999877,2,8,3,auditory,success
7.141325000000052,3,3,3,auditory,success
5.941831900000125,3,9,3,tactile,success
4.35517179999988,2,8,3,tactile,success
4.827930899999956,3,7,3,tactile,success
14.309610700000121,4,4,3,tactile,success
4.873563399999966,2,6,3,tactile,success
4.893121099999917,2,2,3,tactile,success
6.152762700000039,3,1,3,tactile,success
6.201171400000021,3,3,3,tactile,success
