time,num_instructions,location,block,condition,success
10.12340479999989,2,4,1,auditory,success
11.134566899999982,3,7,1,auditory,success
7.593179000000191,2,6,1,auditory,success
5.774594900000011,2,8,1,auditory,success
10.655410100000154,3,3,1,auditory,success
8.928022800000008,3,1,1,auditory,success
5.975817900000038,2,2,1,auditory,success
7.257184200000211,3,9,1,auditory,success
7.278426599999875,2,4,1,tactile,success
6.739250899999888,3,9,1,tactile,success
8.581299700000045,2,2,1,tactile,success
9.3000677,3,7,1,tactile,success
4.550760600000103,2,8,1,tactile,success
8.912426900000128,3,3,1,tactile,success
8.92507610000007,3,1,1,tactile,success
5.187548300000117,2,6,1,tactile,success
6.1094560000001366,2,4,2,auditory,success
7.7395980999999665,3,7,2,auditory,success
5.191107099999954,2,6,2,auditory,success
6.59818580000001,2,2,2,auditory,success
8.747489099999939,3,1,2,auditory,success
6.618667599999981,3,9,2,auditory,success
4.887036300000091,2,8,2,auditory,success
8.050360499999897,3,3,2,auditory,success
6.831161999999949,3,9,2,tactile,success
7.622656499999948,3,1,2,tactile,success
5.23391300000003,2,6,2,tactile,success
4.634179500000073,2,8,2,tactile,success
5.152388100000053,2,4,2,tactile,success
8.020533400000204,3,3,2,tactile,success
6.66990399999986,3,7,2,tactile,success
6.374380400000064,2,2,2,tactile,success
6.133667199999991,2,6,3,auditory,success
4.526018600000043,2,8,3,auditory,success
8.53529279999998,3,1,3,auditory,success
7.583211099999971,3,3,3,auditory,success
6.86819760000003,3,9,3,auditory,success
6.392324199999848,2,2,3,auditory,success
6.890747800000099,3,7,3,auditory,success
5.392302400000062,2,4,3,auditory,success
6.394407300000012,3,9,3,tactile,success
4.957556899999872,2,6,3,tactile,success
5.710361599999942,2,4,3,tactile,success
13.042784299999994,4,2,3,tactile,success
8.322434899999962,3,1,3,tactile,success
4.789147800000137,2,8,3,tactile,success
9.391952700000047,3,3,3,tactile,success
20,7,7,3,tactile,fail
