time,num_instructions,location,block,condition,success
13.51691649999998,2,6,1,auditory,exFail
18.510570099999995,2,2,1,auditory,exFail
14.145585299999993,3,3,1,auditory,success
9.664518299999827,3,9,1,auditory,success
5.743019900000036,2,4,1,auditory,success
10.138648399999965,3,1,1,auditory,success
10.060428600000023,3,7,1,auditory,fail
3.6901167000000896,2,8,1,auditory,success
4.421652699999868,2,rep_6,1,auditory,success
6.229555599999912,2,rep_2,1,auditory,success
9.893825099999958,2,6,1,tactile,fail
17.022930899999892,4,3,1,tactile,success
11.06522659999996,3,9,1,tactile,success
8.081250299999965,2,4,1,tactile,fail
5.394422899999881,2,2,1,tactile,success
13.01822889999994,4,1,1,tactile,fail
18.471046500000057,4,7,1,tactile,fail
5.77803340000014,2,8,1,tactile,success
12.698207899999943,3,7,2,auditory,fail
4.587112800000114,1,2,2,auditory,exFail
9.765307200000052,3,9,2,auditory,success
11.609051200000067,3,3,2,auditory,success
8.141353499999923,2,4,2,auditory,success
9.845650400000068,3,1,2,auditory,success
5.3103701,2,8,2,auditory,success
6.279820400000062,2,6,2,auditory,success
6.768006200000173,2,rep_2,2,auditory,success
15.25797139999986,3,3,2,tactile,success
8.999756199999865,3,9,2,tactile,success
9.85294840000006,3,7,2,tactile,success
8.99122129999978,2,4,2,tactile,success
11.264846900000066,3,1,2,tactile,success
6.702114900000197,2,2,2,tactile,success
4.436833799999931,2,8,2,tactile,success
5.814448999999968,2,6,2,tactile,success
7.337083200000052,3,7,3,auditory,success
4.668895600000269,2,6,3,auditory,success
3.8471341999998003,2,8,3,auditory,success
8.6243786,3,3,3,auditory,success
9.038724500000171,3,1,3,auditory,success
6.529246800000237,3,9,3,auditory,success
5.137728700000025,2,2,3,auditory,success
5.026053800000227,2,4,3,auditory,success
9.33654979999983,3,1,3,tactile,success
5.558735399999932,2,2,3,tactile,success
7.3397446999997555,3,7,3,tactile,success
8.267320400000244,3,3,3,tactile,success
8.39887970000018,2,6,3,tactile,success
7.688475200000084,2,4,3,tactile,success
8.834610700000212,3,9,3,tactile,success
5.236682400000063,2,8,3,tactile,success
