time,num_instructions,location,block,condition,success
12.308466599999974,3,7,1,tactile,success
8.881149600000072,2,6,1,tactile,success
8.911631199999874,3,9,1,tactile,success
10.21639120000009,3,1,1,tactile,success
6.989286999999877,2,2,1,tactile,success
6.870383200000106,3,3,1,tactile,success
5.406394299999874,2,4,1,tactile,success
4.310675100000026,2,8,1,tactile,success
5.030330900000081,2,2,1,auditory,success
7.909755100000211,4,1,1,auditory,success
5.972901000000093,3,9,1,auditory,success
6.3149287999999615,3,3,1,auditory,success
3.8824984999998833,2,8,1,auditory,success
3.4098292999999558,2,6,1,auditory,success
3.9831733999999415,2,4,1,auditory,success
5.958522799999855,4,7,1,auditory,success
4.1123884000001,2,8,2,tactile,success
4.713183500000014,3,7,2,tactile,success
4.215351800000008,2,6,2,tactile,success
5.13562109999998,3,1,2,tactile,success
5.023449300000038,3,9,2,tactile,success
3.653228800000079,2,4,2,tactile,success
6.169091499999922,3,3,2,tactile,success
5.256753200000048,2,2,2,tactile,success
5.522622400000046,3,3,2,auditory,success
4.010578800000076,2,6,2,auditory,success
4.73095770000009,2,2,2,auditory,success
3.357014700000036,2,8,2,auditory,success
6.220947600000045,4,7,2,auditory,success
5.303828600000088,3,1,2,auditory,success
3.3391800000001695,2,4,2,auditory,success
4.616712300000017,3,9,2,auditory,success
5.632964900000161,3,1,3,tactile,success
3.4259385000000293,2,4,3,tactile,success
3.552390899999864,2,8,3,tactile,success
4.80002659999991,3,3,3,tactile,success
4.04375200000004,2,2,3,tactile,success
11.61038090000011,5,7,3,tactile,success
4.561216399999921,3,9,3,tactile,success
3.7314470000001165,2,6,3,tactile,success
3.88868709999997,2,4,3,auditory,success
5.224064700000099,3,3,3,auditory,success
3.896598699999913,2,6,3,auditory,success
4.522907300000043,3,9,3,auditory,success
4.3771306000001005,2,2,3,auditory,success
5.9597495999998955,4,1,3,auditory,success
5.341856199999938,4,7,3,auditory,success
3.217906300000095,2,8,3,auditory,success
