time,num_instructions,location,block,condition,success
8.994957299999896,3,9,1,auditory,success
6.431423800000175,3,1,1,auditory,success
3.9669082000000344,2,2,1,auditory,success
7.555670699999837,3,7,1,auditory,success
3.4943667000000005,2,6,1,auditory,success
3.508346999999958,2,8,1,auditory,success
4.905122500000061,3,3,1,auditory,success
5.367741799999976,2,4,1,auditory,success
5.330915499999946,2,6,1,tactile,success
4.5002856000000975,2,4,1,tactile,success
6.2314631000001555,3,3,1,tactile,success
6.165094700000054,3,1,1,tactile,success
4.292332700000088,2,8,1,tactile,success
5.84944819999987,3,9,1,tactile,success
5.69002300000011,3,7,1,tactile,success
4.3309635999999045,2,2,1,tactile,success
5.3696076999999605,2,4,2,auditory,success
6.722381900000073,3,7,2,auditory,success
6.7831831000000875,3,1,2,auditory,success
4.53810569999996,2,6,2,auditory,success
5.486683499999799,3,3,2,auditory,success
4.140274900000122,2,2,2,auditory,success
5.258831899999905,3,9,2,auditory,success
3.1913139000000683,2,8,2,auditory,success
7.338314599999876,3,1,2,tactile,success
4.368112399999973,2,4,2,tactile,success
6.231959899999993,3,9,2,tactile,success
3.2903919000000315,2,8,2,tactile,success
4.906292900000153,2,6,2,tactile,success
4.488290399999869,2,2,2,tactile,success
5.601164899999958,3,7,2,tactile,success
5.6978845000001,3,3,2,tactile,success
6.060890400000062,3,9,3,auditory,success
4.5226237000001674,2,2,3,auditory,success
3.3430687000000034,2,8,3,auditory,success
6.832097199999907,3,1,3,auditory,success
4.660294000000022,2,4,3,auditory,success
4.280600600000071,2,6,3,auditory,success
5.970907100000204,3,3,3,auditory,success
6.287969800000155,3,7,3,auditory,success
5.086556299999984,3,7,3,tactile,success
3.831630700000005,2,4,3,tactile,success
3.860587500000065,2,6,3,tactile,success
5.418363799999952,3,3,3,tactile,success
5.118077899999889,3,9,3,tactile,success
5.4587704000000485,2,2,3,tactile,success
6.136395800000173,3,1,3,tactile,success
3.137819099999888,2,8,3,tactile,success
